,0,1
0,official,109
1,episode,101
2,priyamanaval,66
3,2018,64
4,trailer,62
5,2017,51
6,video,49
7,'s,46
8,perfect,39
9,youtube,39
10,plus,38
11,vs,35
12,dude,33
13,chapelet,33
14,...,32
15,teaser,29
16,vrai,29
17,si,28
18,faux,28
19,theory,27
20,360s,27
21,life,26
22,film,25
23,vs.,25
24,j'ai,25
25,10,24
26,feat,23
27,ft.,23
28,deivamagal,23
29,music,22
30,clip,21
31,cardi,21
32,paul,21
33,norman,21
34,parole,19
35,monde,19
36,france,19
37,hd,18
38,black,18
39,officiel,18
