,0,1
0,official,194
1,trailer,148
2,'s,133
3,video,109
4,perfect,98
5,dude,88
6,black,67
7,new,65
8,bts,64
9,game,59
10,zones,57
11,trick,49
12,shots,49
13,lyric,46
14,childish,44
15,gambino,44
16,america,44
17,buffet,43
18,s5,41
19,방탄소년단,39
20,teaser,38
21,cat,38
22,love,37
23,face,37
24,like,34
25,hole,34
26,hd,33
27,meet,33
28,call,33
29,duty®,33
30,ops,33
31,apple,32
32,scared,31
33,back,30
34,bought,30
35,reveal,30
36,2017,30
37,earth,29
38,eat,29
39,make,29
