,0,1
0,official,291
1,trailer,170
2,video,127
3,'s,125
4,dude,77
5,perfect,77
6,game,68
7,black,68
8,zones,57
9,new,56
10,2018,53
11,apple,51
12,teaser,49
13,reading,47
14,bad,45
15,childish,44
16,gambino,44
17,america,44
18,lyric,41
19,world,41
20,s5,41
21,super,40
22,clash,40
23,trick,39
24,shots,39
25,call,38
26,lip,38
27,buffet,37
28,royale,37
29,cat,36
30,hacks,35
31,meet,34
32,duty®,34
33,ops,34
34,hole,34
35,cardi,31
36,like,31
37,face,31
38,sanju,31
39,ranbir,31
