,0,1
0,official,132
1,2018,131
2,episode,100
3,trailer,88
4,vs,68
5,priyamanaval,66
6,video,65
7,hacks,52
8,2017,50
9,hd,47
10,life,44
11,'s,41
12,highlights,41
13,perfect,37
14,chapelet,34
15,teaser,33
16,dude,33
17,game,32
18,live,30
19,real,29
20,new,28
21,goals,28
22,plus,26
23,si,26
24,vs.,24
25,cardi,23
26,ft.,23
27,fortnite,23
28,deivamagal,23
29,diy,22
30,full,21
31,faux,21
32,360s,21
33,music,20
34,...,20
35,10,20
36,söz,19
37,parole,19
38,chat,19
39,youtube,19
