,0,1
0,'s,68
1,video,66
2,vs.,59
3,official,55
4,doctor,51
5,true,50
6,facts,50
7,music,47
8,fan,46
9,week,42
10,wore,42
11,questions,40
12,primitive,36
13,technology,36
14,ft.,35
15,makeover,34
16,reacts,34
17,ladylike,34
18,bought,31
19,makeup,30
20,pet,30
21,plays,29
22,puppies,29
23,answering,29
24,real,29
25,lil,27
26,things,27
27,cardi,26
28,day,26
29,bts,25
30,self,25
31,ant,25
32,mutualism,25
33,proposal,24
34,felix,24
35,marzia,24
36,da,24
37,tried,23
38,hut,23
39,kanye,23
