,0,1
0,الحلقة,120
1,مسلسل,102
2,2018,91
3,episode,82
4,official,71
5,'s,71
6,series,71
7,trailer,66
8,hd,58
9,bölüm,54
10,بطولة,49
11,sen,43
12,anlat,43
13,karadeniz,43
14,trump,42
15,مرحلة,35
16,رحيم,33
17,rahim,31
18,vs,30
19,john,30
20,last,28
21,week,28
22,oliver,28
23,el,27
24,جلال,27
25,...,26
26,tonight,26
27,hbo,26
28,full,26
29,ياسر,26
30,youtube,24
31,2017,23
32,ونور,23
33,الصوت,22
34,عشر,22
35,feat,22
36,video,21
37,وبس,21
38,final,20
39,fragmanı,20
